ID 	 arg1 	 arg2
P1385	{SRC-PROP-DESC=[encyclopedia, Azores-themed]}	{SRC-PROP-DESC=[entry], SRC-PROP-LABEL=[Enciclopédia, Açoriana, ID]}
P1386	{SRC-PROP-DESC=[schools, Japanese, high], SRC-PROP-LABEL=[Code, High, School]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[School, High, Code]}
P1387	{SRC-PROP-DESC=[position, political]}	{SRC-PROP-DESC=[spectrum, political], SRC-PROP-LABEL=[alignment, political]}
P1388	{}	{SRC-PROP-LABEL=[key, German, regional]}
P1389	{}	{SRC-PROP-DESC=[certification], SRC-PROP-LABEL=[product, certification]}
P1390	{SRC-PROP-DESC=[goal], SRC-PROP-LABEL=[score]}	{SRC-PROP-DESC=[minutes], SRC-PROP-LABEL=[match, time]}
P1391	{SRC-PROP-DESC=[Fungorum, Index]}	{SRC-PROP-DESC=[Identifier], SRC-PROP-LABEL=[Index, Fungorum, ID], SUB-ITEM=[Index Fungorum]}
P1392	{SRC-PROP-DESC=[database, comic, book]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[ComicBookDB, ID]}
P1393	{}	{SRC-PROP-DESC=[person], SRC-PROP-LABEL=[proxy]}
P1394	{SRC-PROP-DESC=[database, Glottolog], SRC-PROP-LABEL=[code]}	{SRC-PROP-DESC=[language, code], SRC-PROP-LABEL=[Glottolog], SUB-ITEM=[Glottolog]}
P1395	{SRC-PROP-DESC=[www.cancer.gov]}	{SRC-PROP-DESC=[id], SRC-PROP-LABEL=[National, Cancer, Institute, ID]}
P1396	{SRC-PROP-DESC=[Observatory, Linguasphere], SRC-PROP-LABEL=[code]}	{SRC-PROP-DESC=[language, code], SRC-PROP-LABEL=[Linguasphere]}
P1397	{SRC-PROP-DESC=[Names, Geographical], SRC-PROP-LABEL=[identifier]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[State, Catalogue]}
P1398	{SRC-PROP-DESC=[building, structure]}	{SRC-PROP-DESC=[building/structure]}
P1399	{SRC-PROP-DESC=[person], INST-FACET=[human]}	{SRC-PROP-DESC=[crime]}
P14	{SRC-PROP-DESC=[highway]}	{SUB-PROP=[illustration], SRC-PROP-LABEL=[highway, marker], SUB-ITEM=[highway shield]}
P140	{SRC-PROP-DESC=[organization, person], INST-FACET=[human]}	{SRC-PROP-DESC=[religion], SRC-PROP-LABEL=[religion]}
P1400	{SRC-PROP-DESC=[stations, broadcast]}	{SRC-PROP-DESC=[U.S., ID], SRC-PROP-LABEL=[FCC, Facility, ID]}
P1401	{SRC-PROP-DESC=[bugs, issues, software, particular, filed], SRC-PROP-LABEL=[system, tracking]}	{SRC-PROP-DESC=[bug, report, page], SRC-PROP-LABEL=[bug]}
P1402	{SRC-PROP-DESC=[terminology, human, anatomical], SRC-PROP-LABEL=[ID, Anatomy]}	{SRC-PROP-DESC=[identifier, unique], SRC-PROP-LABEL=[Model, Foundational]}
P1403	{SRC-PROP-DESC=[animals]}	{SRC-PROP-DESC=[name, species-group], SRC-PROP-LABEL=[combination, original]}
P1404	{SRC-PROP-DESC=[database, World, Glacier, Inventory]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[World, Glacier, Inventory, ID]}
P1406	{SRC-PROP-DESC=[system]}	{SRC-PROP-DESC=[direction], SRC-PROP-LABEL=[script, directionality], SUB-ITEM=[script directionality]}
P1407	{SRC-PROP-DESC=[encyclopedia, MusicBrainz, open, music], SRC-PROP-LABEL=[ID]}	{SRC-PROP-DESC=[series, identifier], SRC-PROP-LABEL=[MusicBrainz]}
P1408	{SRC-PROP-DESC=[radio/TV, station]}	{SRC-PROP-DESC=[place]}
P1409	{SRC-PROP-DESC=[Archives, Cycling], SRC-PROP-LABEL=[ID, Cyclist]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[Cycling, Archives]}
P141	{SRC-PROP-DESC=[International, Union], SRC-PROP-LABEL=[status, conservation]}	{SRC-PROP-DESC=[conservation, status], SRC-PROP-LABEL=[IUCN]}
P1410	{SRC-PROP-DESC=[seats], SRC-PROP-LABEL=[legislature]}	{SRC-PROP-DESC=[party], SRC-PROP-LABEL=[number]}
P1411	{SRC-PROP-DESC=[person, organisation, creative, work], SEE-ALSO=[human], INST-FACET=[human]}	{SRC-PROP-DESC=[award, nomination], SEE-ALSO=[award]}
P1412	{SRC-PROP-DESC=[person], SEE-ALSO=[human], INST-FACET=[human]}	{SRC-PROP-DESC=[language], SEE-ALSO=[first language], SRC-PROP-LABEL=[languages]}
P1413	{SRC-PROP-DESC=[database, swedish, film]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[SFDb, ID]}
P1414	{SRC-PROP-DESC=[program], SRC-PROP-LABEL=[framework]}	{SRC-PROP-DESC=[framework, graphical, interface], SRC-PROP-LABEL=[GUI], SUB-ITEM=[desktop environment]}
P1415	{SRC-PROP-DESC=[Oxford, University, ress], INST-FACET=[authority control], SRC-PROP-LABEL=[Number, Index]}	{SRC-PROP-DESC=[Authority, control, number], SRC-PROP-LABEL=[Oxford]}
P1416	{SRC-PROP-DESC=[person], INST-FACET=[human]}	{SRC-PROP-DESC=[organization], SRC-PROP-LABEL=[affiliation]}
P1417	{SRC-PROP-DESC=[Britannica, Encyclopædia]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[Encyclopædia, Britannica, Online, ID]}
P1418	{SRC-PROP-DESC=[orbits]}	{SRC-PROP-DESC=[spacecraft], SRC-PROP-LABEL=[orbits]}
P1419	{}	{SRC-PROP-DESC=[shape, geometric], SRC-PROP-LABEL=[shape]}
P1420	{SRC-PROP-DESC=[name, taxon]}	{SRC-PROP-DESC=[synonym], SRC-PROP-LABEL=[taxon, synonym]}
P1421	{SRC-PROP-DESC=[GRIN, website], SRC-PROP-LABEL=[URL]}	{SRC-PROP-DESC=[URL], SRC-PROP-LABEL=[GRIN], SUB-ITEM=[GRIN Taxonomy for Plants]}
P1422	{SRC-PROP-DESC=[Mahlerey-Künste, und], SRC-PROP-LABEL=[ID]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[Sandrart.net]}
P1423	{SRC-PROP-DESC=[infobox]}	{SRC-PROP-DESC=[topic, primary], SRC-PROP-LABEL=[topic, main]}
P1424	{}	{SRC-PROP-DESC=[infobox, primary, navigational, template], SRC-PROP-LABEL=[template, main]}
P1425	{SRC-PROP-DESC=[item]}	{SRC-PROP-DESC=[ecoregion], SRC-PROP-LABEL=[ecoregion]}
P1427	{SRC-PROP-DESC=[etc, journey, flight, voyage, trek]}	{SRC-PROP-DESC=[place], SRC-PROP-LABEL=[journey, origin]}
P1428	{SRC-PROP-DESC=[Database, Lost, Art, Internet], INST-FACET=[cultural heritage]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[Art-ID]}
P1429	{SRC-PROP-DESC=[person], INST-FACET=[human]}	{SRC-PROP-DESC=[pet], SRC-PROP-LABEL=[pet]}
P143	{SRC-PROP-DESC=[value]}	{SRC-PROP-DESC=[source]}
P1430	{SRC-PROP-DESC=[http://openplaques.org/]}	{SRC-PROP-DESC=[Identifier], SRC-PROP-LABEL=[laques, identifier]}
P1431	{SRC-PROP-DESC=[show, movie, TV], SEE-ALSO=[work], INST-FACET=[work]}	{SRC-PROP-DESC=[executive, producer], SEE-ALSO=[producer], SRC-PROP-LABEL=[executive, producer]}
P1432	{SRC-PROP-DESC=[b-side]}	{SRC-PROP-DESC=[song/track], SRC-PROP-LABEL=[b-side]}
P1433	{SRC-PROP-DESC=[work]}	{SRC-PROP-DESC=[work]}
P1434	{SRC-PROP-DESC=[plot, universe], SRC-PROP-LABEL=[universe, fictional]}	{SRC-PROP-DESC=[universe, fictional, describing]}
P1435	{SRC-PROP-DESC=[site, historical]}	{SRC-PROP-DESC=[heritage], SRC-PROP-LABEL=[heritage, status]}
P1436	{SRC-PROP-DESC=[exhibition, collection], SRC-PROP-LABEL=[size, exhibition]}	{SRC-PROP-DESC=[number], SRC-PROP-LABEL=[collection]}
P1437	{SRC-PROP-DESC=[etc, guilty]}	{SRC-PROP-DESC=[person], SRC-PROP-LABEL=[plea]}
P1438	{SRC-PROP-DESC=[Encyclopedia, Electronic, Jewish]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[Encyclopedia, Jewish, ID]}
P1439	{}	{SRC-PROP-DESC=[ID, Norsk], SRC-PROP-LABEL=[Norsk, filmografi, ID]}
P144	{SRC-PROP-DESC=[basis]}	{SRC-PROP-DESC=[work]}
P1440	{SRC-PROP-DESC=[players, chess]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[Fide, ID]}
P1441	{SRC-PROP-DESC=[entity, fictional, present, is], INST-FACET=[work]}	{SRC-PROP-DESC=[work], SRC-PROP-LABEL=[work]}
P1442	{SRC-PROP-DESC=[tomb, grave, gravestone], INST-FACET=[death, birth]}	{SRC-PROP-DESC=[picture], SRC-PROP-LABEL=[picture, grave]}
P1443	{INST-FACET=[qualifier]}	{SRC-PROP-DESC=[qualifier, points/goal], SRC-PROP-LABEL=[score, method]}
P1444	{SRC-PROP-DESC=[etc, journey, flight, sailing, exploration]}	{SRC-PROP-DESC=[destination, intended], SRC-PROP-LABEL=[journey, destination]}
P1445	{}	{SRC-PROP-LABEL=[universe, fictional]}
P1446	{}	{SRC-PROP-DESC=[number, people], SRC-PROP-LABEL=[number]}
P1447	{SRC-PROP-DESC=[sports-reference, website], INST-FACET=[human]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[Sports, Reference, ID], SUB-ITEM=[Sports Reference]}
P1448	{SRC-PROP-DESC=[name, official]}	{SRC-PROP-DESC=[language, its, official], SRC-PROP-LABEL=[name, official]}
P1449	{SRC-PROP-DESC=[entity], INST-FACET=[organization, human]}	{SRC-PROP-DESC=[nickname], SRC-PROP-LABEL=[nickname]}
P1450	{SRC-PROP-LABEL=[text]}	{SRC-PROP-DESC=[sandbox], SRC-PROP-LABEL=[Sandbox, Monolingual]}
P1451	{SRC-PROP-DESC=[item]}	{SRC-PROP-DESC=[motivation, short, sentence], SRC-PROP-LABEL=[motto, text]}
P1453	{SRC-PROP-DESC=[catholic.ru, site]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[catholic.ru, identifier]}
P1454	{SRC-PROP-DESC=[organization]}	{SRC-PROP-DESC=[form, legal], SRC-PROP-LABEL=[form, legal], SUB-ITEM=[type of business entity]}
P1455	{SRC-PROP-DESC=[person], INST-FACET=[human], SRC-PROP-LABEL=[works]}	{SRC-PROP-DESC=[link], SRC-PROP-LABEL=[list]}
P1456	{SRC-PROP-DESC=[place/area], SRC-PROP-LABEL=[monuments]}	{SRC-PROP-DESC=[link], SRC-PROP-LABEL=[list]}
P1457	{SRC-PROP-DESC=[astronomic]}	{SRC-PROP-DESC=[magnitude, absolute], SRC-PROP-LABEL=[magnitude, absolute], SUB-ITEM=[absolute magnitude]}
P1458	{SRC-PROP-DESC=[astronomical]}	{SRC-PROP-DESC=[color, index], SRC-PROP-LABEL=[color, index], SUB-ITEM=[color index]}
P1459	{SRC-PROP-DESC=[Wales], INST-FACET=[cultural heritage]}	{SRC-PROP-DESC=[ID, number], SRC-PROP-LABEL=[Cadw, Building, ID]}
P1460	{SRC-PROP-DESC=[Ireland, Northern], INST-FACET=[cultural heritage], SRC-PROP-LABEL=[ID, building]}	{SRC-PROP-DESC=[ID, number], SRC-PROP-LABEL=[NIEA]}
P1461	{SRC-PROP-DESC=[UK, atient]}	{SRC-PROP-DESC=[Identifier], SRC-PROP-LABEL=[ID, atientplus]}
P1462	{SRC-PROP-DESC=[standard], SRC-PROP-LABEL=[body]}	{SRC-PROP-DESC=[body], SRC-PROP-LABEL=[standards], SUB-ITEM=[standards organization]}
P1463	{SRC-PROP-DESC=[Library, ost-Reformation, Digital], SRC-PROP-LABEL=[ID, Author]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[RDL]}
P1464	{SRC-PROP-DESC=[groups, people, place, born], SEE-ALSO=[death, birth, human], INST-FACET=[death, birth]}	{SRC-PROP-DESC=[category, item], SEE-ALSO=[place of death, place of birth], SRC-PROP-LABEL=[category, people], SUB-ITEM=[place of birth]}
P1465	{SRC-PROP-DESC=[location], SEE-ALSO=[death, birth, human], INST-FACET=[death, birth]}	{SRC-PROP-DESC=[category, item, people], SEE-ALSO=[place of death, place of birth], SRC-PROP-LABEL=[category, people], SUB-ITEM=[place of death]}
P1466	{SRC-PROP-DESC=[language], SRC-PROP-LABEL=[code]}	{SRC-PROP-DESC=[code], SRC-PROP-LABEL=[WALS], SUB-ITEM=[World Atlas of Language Structures]}
P1467	{SRC-PROP-DESC=[genus, language], SRC-PROP-LABEL=[code]}	{SRC-PROP-DESC=[code], SRC-PROP-LABEL=[WALS], SUB-ITEM=[World Atlas of Language Structures]}
P1468	{SRC-PROP-DESC=[family, language], SRC-PROP-LABEL=[code, family]}	{SRC-PROP-DESC=[code], SRC-PROP-LABEL=[WALS], SUB-ITEM=[World Atlas of Language Structures]}
P1469	{SRC-PROP-DESC=[player, soccer], INST-FACET=[authority control], SRC-PROP-LABEL=[code, player]}	{SRC-PROP-DESC=[FIFA, ID], SRC-PROP-LABEL=[FIFA]}
P1470	{SRC-PROP-DESC=[ratio], SRC-PROP-LABEL=[ratio]}	{SRC-PROP-DESC=[maximum], SRC-PROP-LABEL=[maximum], SUB-ITEM=[lift-to-drag ratio]}
P1471	{}	{SRC-PROP-DESC=[mark], SRC-PROP-LABEL=[mark], SUB-ITEM=[reporting mark]}
P1472	{SRC-PROP-DESC=[Commons, Wikimedia], INST-FACET=[human], SRC-PROP-LABEL=[page]}	{SRC-PROP-DESC=[name], SRC-PROP-LABEL=[Commons, Creator]}
P1473	{SRC-PROP-DESC=[Digital, Nupill, Literatura], SRC-PROP-LABEL=[Author]}	{SRC-PROP-DESC=[author, identifier], SRC-PROP-LABEL=[Nupill, Literatura, Digital], SUB-ITEM=[NUPILL Literatura Digital]}
P1474	{SRC-PROP-DESC=[Digital, Nupill, Literatura], SRC-PROP-LABEL=[Document]}	{SRC-PROP-DESC=[document, identifier], SRC-PROP-LABEL=[Nupill, Literatura, Digital], SUB-ITEM=[NUPILL Literatura Digital]}
P1476	{SRC-PROP-DESC=[work], INST-FACET=[work]}	{SRC-PROP-DESC=[title], SRC-PROP-LABEL=[title]}
P1477	{INST-FACET=[human]}	{SRC-PROP-LABEL=[birth, name]}
P1478	{SRC-PROP-DESC=[outcome, effect]}	{SRC-PROP-DESC=[thing, proximate], SRC-PROP-LABEL=[cause, immediate]}
P1479	{}	{SRC-PROP-DESC=[thing]}
P1480	{SRC-PROP-DESC=[misprint, circa], INST-FACET=[qualifier]}	{SRC-PROP-DESC=[qualifiers], SRC-PROP-LABEL=[circumstances]}
P1481	{SRC-PROP-DESC=[antiquity]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[vici.org, ID]}
P1482	{SRC-PROP-DESC=[websites, Stack, Exchange], SRC-PROP-LABEL=[tag]}	{SRC-PROP-DESC=[tag], SRC-PROP-LABEL=[Stack, Exchange], SUB-ITEM=[Stack Exchange Network]}
P1483	{SRC-PROP-DESC=[identifier, register], INST-FACET=[cultural heritage]}	{SRC-PROP-DESC=[heritage, russian, cultural], SRC-PROP-LABEL=[kulturnoe-nasledie]}
P149	{SRC-PROP-DESC=[architect, structure]}	{SRC-PROP-DESC=[style, architectural], SRC-PROP-LABEL=[style, architectural]}
P15	{SRC-PROP-DESC=[road]}	{SRC-PROP-DESC=[map], SUB-PROP=[illustration], SRC-PROP-LABEL=[road, map], SUB-ITEM=[street map]}
P150	{SRC-PROP-DESC=[entity, administrative]}	{SRC-PROP-DESC=[subdivisions, direct], SRC-PROP-LABEL=[entity, administrative, territorial]}
P1529	{SRC-PROP-DESC=[property, cultural, identifier], INST-FACET=[cultural heritage]}	{SRC-PROP-DESC=[heritage, French, cultural], SRC-PROP-LABEL=[identifier, Glad], SUB-ITEM=[Glad database]}
P1531	{SRC-PROP-LABEL=[hybrids]}	{SRC-PROP-LABEL=[parents]}
P1532	{SRC-PROP-DESC=[sport], SEE-ALSO=[human], SRC-PROP-LABEL=[sport]}	{SRC-PROP-DESC=[person, country, represents], SEE-ALSO=[country, citizenship, constituent country], SRC-PROP-LABEL=[country]}
P1533	{SRC-PROP-LABEL=[name, first]}	{SRC-PROP-DESC=[name, last], SRC-PROP-LABEL=[family, name]}
P1534	{SRC-PROP-DESC=[property, end, date], INST-FACET=[qualifier]}	{SRC-PROP-DESC=[qualifier], SRC-PROP-LABEL=[end, cause]}
P1535	{}	{SRC-PROP-DESC=[person, organization]}
P1536	{SRC-PROP-DESC=[effect], SRC-PROP-LABEL=[cause, immediate]}	{SRC-PROP-DESC=[cause, immediate]}
P1537	{SRC-PROP-DESC=[cause], SRC-PROP-LABEL=[factor]}	{SRC-PROP-DESC=[thing]}
P1538	{SRC-PROP-LABEL=[households]}	{SRC-PROP-LABEL=[number]}
P1539	{}	{SRC-PROP-LABEL=[population, female]}
P154	{SRC-PROP-DESC=[emblem]}	{SRC-PROP-DESC=[enterprises, commercial, organizations], SRC-PROP-LABEL=[logo, image], SUB-ITEM=[logo]}
P1540	{}	{SRC-PROP-LABEL=[population, male]}
P1541	{SRC-PROP-DESC=[http://www.cqranking.com], SRC-PROP-LABEL=[identifier, uotient]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[Cycling]}
P1542	{SRC-PROP-DESC=[cause], SRC-PROP-LABEL=[cause]}	{SRC-PROP-DESC=[effect]}
P1543	{SRC-PROP-DESC=[monogram], INST-FACET=[human]}	{SRC-PROP-DESC=[image], SRC-PROP-LABEL=[monogram]}
P1544	{SRC-PROP-DESC=[Register, United, States, Federal], INST-FACET=[authority control]}	{SRC-PROP-DESC=[Authority], SRC-PROP-LABEL=[Federal, Register, Document, Number], SUB-ITEM=[Federal Register]}
P1545	{INST-FACET=[qualifier]}	{SRC-PROP-DESC=[position], SRC-PROP-LABEL=[series, ordinal]}
P1546	{}	{SRC-PROP-DESC=[description], SRC-PROP-LABEL=[motto]}
P1547	{SRC-PROP-DESC=[software]}	{SRC-PROP-DESC=[software]}
P1548	{SRC-PROP-DESC=[river, stream, creek], SRC-PROP-LABEL=[number]}	{SRC-PROP-DESC=[Strahler, number], SRC-PROP-LABEL=[maximum], SUB-ITEM=[Strahler number]}
P1549	{}	{SRC-PROP-DESC=[demonym, people], SRC-PROP-LABEL=[demonym], SUB-ITEM=[demonym]}
P155	{SRC-PROP-DESC=[part, is], SEE-ALSO=[qualifier], INST-FACET=[qualifier]}	{SRC-PROP-DESC=[item], INVS-PROP=[qualifier]}
P1550	{SRC-PROP-DESC=[database, Orpha.net]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[Orphanet, ID]}
P1551	{SRC-PROP-DESC=[wallonne, Région], INST-FACET=[cultural heritage], SRC-PROP-LABEL=[identifier, Wallonia]}	{SRC-PROP-DESC=[identifier, unique], SRC-PROP-LABEL=[heritage, Exceptional]}
P1552	{}	{SRC-PROP-DESC=[entity, characteristic, non-material, has], SRC-PROP-LABEL=[quality]}
P1553	{SRC-PROP-DESC=[music.yandex.ru, site]}	{SRC-PROP-DESC=[id], SRC-PROP-LABEL=[ID, Yandex.Music]}
P1554	{SRC-PROP-DESC=[ontology, UBERON]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[UBERON, ID]}
P1555	{SRC-PROP-DESC=[US], SRC-PROP-LABEL=[number]}	{SRC-PROP-DESC=[number], SRC-PROP-LABEL=[Executive, Order]}
P1556	{SRC-PROP-DESC=[database, Zentralblatt, MATH], INST-FACET=[human], SRC-PROP-LABEL=[ID, author]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[zbMATH]}
P1557	{SRC-PROP-DESC=[embodiment, physical], SRC-PROP-LABEL=[manifestation]}	{}
P1558	{SRC-PROP-DESC=[piece, musical]}	{SRC-PROP-DESC=[indication], SRC-PROP-LABEL=[tempo]}
P1559	{SRC-PROP-DESC=[language, their, native], INST-FACET=[human], SRC-PROP-LABEL=[language, native]}	{SRC-PROP-DESC=[name], SRC-PROP-LABEL=[name]}
P156	{SEE-ALSO=[qualifier], INST-FACET=[qualifier]}	{INVS-PROP=[qualifier]}
P1560	{SRC-PROP-LABEL=[gender, other]}	{SRC-PROP-DESC=[name, equivalent], SRC-PROP-LABEL=[name, version]}
P1561	{SRC-PROP-LABEL=[survivors]}	{SRC-PROP-DESC=[number, people], SRC-PROP-LABEL=[number]}
P1562	{SRC-PROP-DESC=[allmovie, site], INST-FACET=[work]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[identifier, allmovie], SUB-ITEM=[Allmovie]}
P1563	{SRC-PROP-DESC=[archive, Mathematics], INST-FACET=[human]}	{SRC-PROP-DESC=[id], SRC-PROP-LABEL=[MacTutor]}
P1564	{}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[Library, ID]}
P1565	{SRC-PROP-LABEL=[ID, México]}	{SRC-PROP-LABEL=[Enciclopedia, de]}
P1566	{SRC-PROP-DESC=[database, GeoNames, geographical]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[GeoNames, ID]}
P1567	{}	{SRC-PROP-LABEL=[NIS/INS, code]}
P1568	{SRC-PROP-DESC=[value, image, has]}	{SRC-PROP-DESC=[subset], SRC-PROP-LABEL=[domain], SUB-ITEM=[domain of a function]}
P1569	{SRC-PROP-DESC=[shape], SRC-PROP-LABEL=[edges]}	{SRC-PROP-DESC=[number], SRC-PROP-LABEL=[number], SUB-ITEM=[side]}
P157	{INST-FACET=[death, birth, human]}	{SRC-PROP-DESC=[person]}
P1570	{SRC-PROP-DESC=[shape], SRC-PROP-LABEL=[vertices]}	{SRC-PROP-DESC=[number], SRC-PROP-LABEL=[number], SUB-ITEM=[vertex]}
P1571	{SRC-PROP-DESC=[function]}	{SRC-PROP-DESC=[codomain], SRC-PROP-LABEL=[codomain], SUB-ITEM=[codomain]}
P1573	{SRC-PROP-DESC=[listings, Radio, Times, programme], INST-FACET=[work], SRC-PROP-LABEL=[identifier]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[BBC, Genome], SUB-ITEM=[BBC Genome]}
P1574	{SRC-PROP-LABEL=[exemplar]}	{SRC-PROP-DESC=[property, manuscripts]}
P1575	{INST-FACET=[work], SRC-PROP-LABEL=[catalog]}	{SRC-PROP-DESC=[union, catalog, South], SRC-PROP-LABEL=[RISS]}
P1576	{SRC-PROP-DESC=[culture, individual, group]}	{SRC-PROP-DESC=[way, typical], SRC-PROP-LABEL=[lifestyle], SUB-ITEM=[lifestyle]}
P1577	{SRC-PROP-DESC=[Testament, New], SRC-PROP-LABEL=[Number]}	{SRC-PROP-DESC=[Identifier], SRC-PROP-LABEL=[Gregory]}
P1578	{SRC-PROP-DESC=[database, Gmelin]}	{SRC-PROP-DESC=[identifier, unique], SRC-PROP-LABEL=[Gmelin, Number]}
P1579	{SRC-PROP-DESC=[database, Beilstein]}	{SRC-PROP-DESC=[identifier, Unique], SRC-PROP-LABEL=[Beilstein, Registry, Number]}
P158	{SRC-PROP-DESC=[seal]}	{SRC-PROP-DESC=[image], SUB-PROP=[illustration], SRC-PROP-LABEL=[seal, image]}
P1580	{INST-FACET=[authority control], SRC-PROP-LABEL=[ID, Barcelona, authority]}	{SRC-PROP-LABEL=[University]}
P1581	{SRC-PROP-DESC=[organization, person]}	{SRC-PROP-DESC=[URL], SRC-PROP-LABEL=[blog, official], SUB-ITEM=[blog]}
P1582	{SRC-PROP-DESC=[source, its], SRC-PROP-LABEL=[taxon]}	{SRC-PROP-DESC=[links], SRC-PROP-LABEL=[product, natural]}
P1583	{SRC-PROP-DESC=[diseases]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[MalaCards, ID]}
P1584	{SRC-PROP-DESC=[pleiades.stoa.org], SRC-PROP-LABEL=[identifier]}	{SRC-PROP-DESC=[leiades, identifier], SRC-PROP-LABEL=[leiades]}
P1585	{SRC-PROP-LABEL=[Brazil]}	{SRC-PROP-LABEL=[Municipality, code]}
P1586	{SRC-PROP-DESC=[p, \], SEE-ALSO=[cultural heritage], INST-FACET=[cultural heritage], SRC-PROP-LABEL=[ID, cultural, interest]}	{SRC-PROP-DESC=[identifier], SEE-ALSO=[Bien de Interés Cultural, Inventari del Patrimoni Arquitectònic de Catalunya], SRC-PROP-LABEL=[Catalan]}
P1587	{SRC-PROP-DESC=[Slovenia], INST-FACET=[cultural heritage]}	{SRC-PROP-DESC=[reference, number], SRC-PROP-LABEL=[Slovene, Cultural, Heritage, Register, ID]}
P1588	{SRC-PROP-LABEL=[Indonesia]}	{SRC-PROP-LABEL=[Desa]}
P1589	{SRC-PROP-DESC=[area], INST-FACET=[geographic location]}	{SRC-PROP-DESC=[point], SRC-PROP-LABEL=[point]}
P159	{SRC-PROP-DESC=[H]}	{SRC-PROP-DESC=[location, specific], SRC-PROP-LABEL=[headquarters, location]}
P1590	{SRC-PROP-DESC=[event], INST-FACET=[death, birth], SRC-PROP-LABEL=[casualties]}	{SRC-PROP-DESC=[number], SRC-PROP-LABEL=[number]}
P1591	{SRC-PROP-DESC=[trial]}	{SRC-PROP-DESC=[person, organization], SRC-PROP-LABEL=[defendant]}
P1592	{}	{SRC-PROP-DESC=[person], SRC-PROP-LABEL=[prosecutor], SUB-ITEM=[prosecutor]}
P1593	{SRC-PROP-DESC=[defendant]}	{SRC-PROP-DESC=[erson], SRC-PROP-LABEL=[defender]}
P1594	{SRC-PROP-DESC=[trial]}	{SRC-PROP-DESC=[Judge, magistrate], SRC-PROP-LABEL=[judge]}
P1595	{SRC-PROP-DESC=[someone, trial, charged]}	{SRC-PROP-DESC=[offence], SRC-PROP-LABEL=[charge]}
P1596	{SRC-PROP-DESC=[trial]}	{SRC-PROP-DESC=[penalty], SRC-PROP-LABEL=[penalty]}
P1597	{SRC-PROP-DESC=[Slovene, Cultural, Heritage, Registry], INST-FACET=[cultural heritage], SRC-PROP-LABEL=[designation]}	{SRC-PROP-DESC=[type, cultural], SRC-PROP-LABEL=[Slovene, Cultural, Heritage]}
P1598	{SRC-PROP-DESC=[consecrator, co-consecrator], INST-FACET=[human]}	{SRC-PROP-DESC=[bishop], SRC-PROP-LABEL=[consecrator], SUB-ITEM=[consecrator]}
P1599	{SRC-PROP-DESC=[Cantabrigienses, Cambridge, Alumni, Database/Alumni]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[Cambridge, Alumni, Database, ID]}
P16	{SRC-PROP-DESC=[highway, part, is]}	{SRC-PROP-DESC=[system], SRC-PROP-LABEL=[highway, system], SUB-ITEM=[street network]}
P1600	{SRC-PROP-DESC=[Catalonia], SEE-ALSO=[cultural heritage], INST-FACET=[cultural heritage], SRC-PROP-LABEL=[Inventari]}	{SRC-PROP-DESC=[property, architectural, identifier], SEE-ALSO=[Bien de Interés Cultural], SRC-PROP-LABEL=[code], SUB-ITEM=[Inventari del Patrimoni Arquitectònic de Catalunya]}
P1601	{SRC-PROP-DESC=[Zamenhof], INST-FACET=[human]}	{SRC-PROP-DESC=[number], SRC-PROP-LABEL=[Esperantist, ID]}
P1602	{SRC-PROP-DESC=[UK], INST-FACET=[authority control], SRC-PROP-LABEL=[identifier, venue]}	{SRC-PROP-DESC=[authority, control, identifier], SRC-PROP-LABEL=[BBC]}
P1603	{SRC-PROP-LABEL=[cases]}	{SRC-PROP-DESC=[number, cumulative], SRC-PROP-LABEL=[number]}
P1604	{}	{SRC-PROP-DESC=[level], SRC-PROP-LABEL=[biosafety, level], SUB-ITEM=[biosafety level]}
